Date,Price,gold,inflation,crisis,economy,Biden,isPartial,Trump,Powell,Yellen,Putin,Xi Jinping,climate change,interest rates,recession,oil prices,GDP,stock market,trade war,unemployment,central bank,federal reserve,sanctions,crypto,blockchain,tax policy,debt ceiling,tariffs,geopolitics,renewable energy,housing market,real estate,forex,gold reserves,commodities,energy crisis,supply chain,inflation rate,economic growth,market crash,government bonds,quantitative easing,austerity,public debt,hedge fund,pension fund,private equity,venture capital,startups,IPO,mergers and acquisitions,dividends,share buybacks,stock options,investment banking,wealth management,asset management,financial crisis,credit risk,sovereign debt,fiscal policy,monetary policy,economic sanctions,globalization,deglobalization,foreign investment,inflation hedge,gold mining,commodity trading,investment strategies,currency exchange,dollar index,eurozone,Asian markets,BRICS,trade agreements,NAFTA,TPP,EU regulations,US-China relations,supply chain disruptions,pandemic,recovery,healthcare policy,pharmaceuticals,biotech,tech stocks,semiconductors,AI development,machine learning,cybersecurity,big data,cloud computing,5G technology,electric vehicles,renewable resources,solar power,wind energy,nuclear power,hydropower,carbon emissions,green energy,environmental policy,climate finance,sustainable investing,social impact,corporate governance,ESG investing,shareholder activism,corporate responsibility,regulatory compliance,fintech,neobanks,digital wallets,cryptocurrency exchange,NFTs,blockchain technology,smart contracts,decentralized finance,metaverse,virtual reality,augmented reality,technology adoption,consumer behavior,retail sales,e-commerce,online marketplaces,logistics,freight rates,ocean shipping,air freight,rail transport,automotive industry,supply chain management,industrial production,factory automation,robotics,IoT,industrial IoT,smart cities,urbanization,population growth,demographics,aging population,healthcare spending,education funding,student debt,workforce development,labor market,minimum wage,income inequality,wealth gap,tax reforms,corporate tax,inheritance tax,offshore accounts,wealth redistribution,public policy,campaign finance,election outcomes,political stability,international relations,defense spending,military conflict,peace treaties,diplomacy,human rights,UN policies,World Bank,IMF,OECD,global trade,WTO,OPEC,energy markets,commodity futures,options trading,derivatives,risk management,portfolio optimization,quantitative finance,behavioral finance,market psychology,investor sentiment,trading volume,market trends,technical analysis,fundamental analysis,earnings reports,quarterly results,corporate strategy,management changes,board decisions,mergers,spin-offs,divestitures,joint ventures,strategic alliances,competitive advantage,market share,brand value,consumer loyalty,product innovation,R&D spending,patent filings,intellectual property,trademark disputes,legal risks,litigation,compliance risks,cyber risks,data breaches,privacy concerns,ethical considerations,corporate ethics,whistleblowing,regulatory scrutiny,audit reports,transparency,accounting standards,financial reporting,investor communications,media influence
2024-05-20,74283,63.0,3.0,3.0,4.0,38.0,False,50.0,2.0,0.0,2.0,0.0,7.0,13.0,2.0,2.0,16.0,6.0,0.0,5.0,2.0,0.0,2.0,33.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,71.0,85.0,1.0,8.0,1.0,32.0,57.0,27.0,18.0,7.0,1.0,7.0,4.0,23.0,22.0,62.0,3.0,4.0,38.0,0.0,5.0,0.0,18.0,35.0,54.0,87.0,20.0,31.0,2.0,21.0,39.0,1.0,19.0,0.0,8.0,0.0,5.0,2.0,1.0,41.0,3.0,1.0,1.0,13.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,74.0,0.0,12.0,7.0,1.0,5.0,7.0,85.0,58.0,26.0,46.0,2.0,22.0,8.0,73.0,15.0,24.0,6.0,8.0,36.0,9.0,6.0,2.0,52.0,25.0,2.0,0.0,13.0,11.0,88.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,4.0,3.0,7.0,25.0,75.0,1.0,98.0,0.0,1.0,3.0,1.0,6.0,32.0,5.0,1.0,79.0,86.0,1.0,3.0,5.0,16.0,59.0,2.0,1.0,4.0,9.0,2.0,2.0,80.0,1.0,0.0,1.0,54.0,54.0,5.0,1.0,65.0,7.0,1.0,3.0,54.0,1.0,1.0,0.0,11.0,48.0,0.0,51.0,33.0,29.0,9.0,25.0,11.0,2.0,1.0,19.0,40.0,83.0,1.0,3.0,1.0,4.0,1.0,21.0,39.0,68.0,39.0,14.0,100.0,37.0,34.0,6.0,61.0,4.0,2.0,11.0,0.0,3.0,75.0,3.0,0.0,9.0,1.0,0.0,66.0,0.0,2.0,97.0,1.0,1.0,7.0,15.0,34.0,14.0,51.0,1.0,2.0,76.0,10.0,19.0,0.0,36.0
2024-05-17,73593,63.0,3.0,3.0,4.0,38.0,False,50.0,2.0,0.0,2.0,0.0,7.0,13.0,2.0,2.0,16.0,6.0,0.0,5.0,2.0,0.0,2.0,33.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,71.0,85.0,1.0,8.0,1.0,32.0,57.0,27.0,18.0,7.0,1.0,7.0,4.0,23.0,22.0,62.0,3.0,4.0,38.0,0.0,5.0,0.0,18.0,35.0,54.0,87.0,20.0,31.0,2.0,21.0,39.0,1.0,19.0,0.0,8.0,0.0,5.0,2.0,1.0,41.0,3.0,1.0,1.0,13.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,74.0,0.0,12.0,7.0,1.0,5.0,7.0,85.0,58.0,26.0,46.0,2.0,22.0,8.0,73.0,15.0,24.0,6.0,8.0,36.0,9.0,6.0,2.0,52.0,25.0,2.0,0.0,13.0,11.0,88.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,4.0,3.0,7.0,25.0,75.0,1.0,98.0,0.0,1.0,3.0,1.0,6.0,32.0,5.0,1.0,79.0,86.0,1.0,3.0,5.0,16.0,59.0,2.0,1.0,4.0,9.0,2.0,2.0,80.0,1.0,0.0,1.0,54.0,54.0,5.0,1.0,65.0,7.0,1.0,3.0,54.0,1.0,1.0,0.0,11.0,48.0,0.0,51.0,33.0,29.0,9.0,25.0,11.0,2.0,1.0,19.0,40.0,83.0,1.0,3.0,1.0,4.0,1.0,21.0,39.0,68.0,39.0,14.0,100.0,37.0,34.0,6.0,61.0,4.0,2.0,11.0,0.0,3.0,75.0,3.0,0.0,9.0,1.0,0.0,66.0,0.0,2.0,97.0,1.0,1.0,7.0,15.0,34.0,14.0,51.0,1.0,2.0,76.0,10.0,19.0,0.0,36.0
2024-05-16,72896,63.0,3.0,3.0,4.0,38.0,False,50.0,2.0,0.0,2.0,0.0,7.0,13.0,2.0,2.0,16.0,6.0,0.0,5.0,2.0,0.0,2.0,33.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,71.0,85.0,1.0,8.0,1.0,32.0,57.0,27.0,18.0,7.0,1.0,7.0,4.0,23.0,22.0,62.0,3.0,4.0,38.0,0.0,5.0,0.0,18.0,35.0,54.0,87.0,20.0,31.0,2.0,21.0,39.0,1.0,19.0,0.0,8.0,0.0,5.0,2.0,1.0,41.0,3.0,1.0,1.0,13.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,74.0,0.0,12.0,7.0,1.0,5.0,7.0,85.0,58.0,26.0,46.0,2.0,22.0,8.0,73.0,15.0,24.0,6.0,8.0,36.0,9.0,6.0,2.0,52.0,25.0,2.0,0.0,13.0,11.0,88.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,4.0,3.0,7.0,25.0,75.0,1.0,98.0,0.0,1.0,3.0,1.0,6.0,32.0,5.0,1.0,79.0,86.0,1.0,3.0,5.0,16.0,59.0,2.0,1.0,4.0,9.0,2.0,2.0,80.0,1.0,0.0,1.0,54.0,54.0,5.0,1.0,65.0,7.0,1.0,3.0,54.0,1.0,1.0,0.0,11.0,48.0,0.0,51.0,33.0,29.0,9.0,25.0,11.0,2.0,1.0,19.0,40.0,83.0,1.0,3.0,1.0,4.0,1.0,21.0,39.0,68.0,39.0,14.0,100.0,37.0,34.0,6.0,61.0,4.0,2.0,11.0,0.0,3.0,75.0,3.0,0.0,9.0,1.0,0.0,66.0,0.0,2.0,97.0,1.0,1.0,7.0,15.0,34.0,14.0,51.0,1.0,2.0,76.0,10.0,19.0,0.0,36.0
2024-05-15,73001,63.0,3.0,3.0,4.0,38.0,False,50.0,2.0,0.0,2.0,0.0,7.0,13.0,2.0,2.0,16.0,6.0,0.0,5.0,2.0,0.0,2.0,33.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,71.0,85.0,1.0,8.0,1.0,32.0,57.0,27.0,18.0,7.0,1.0,7.0,4.0,23.0,22.0,62.0,3.0,4.0,38.0,0.0,5.0,0.0,18.0,35.0,54.0,87.0,20.0,31.0,2.0,21.0,39.0,1.0,19.0,0.0,8.0,0.0,5.0,2.0,1.0,41.0,3.0,1.0,1.0,13.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,74.0,0.0,12.0,7.0,1.0,5.0,7.0,85.0,58.0,26.0,46.0,2.0,22.0,8.0,73.0,15.0,24.0,6.0,8.0,36.0,9.0,6.0,2.0,52.0,25.0,2.0,0.0,13.0,11.0,88.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,4.0,3.0,7.0,25.0,75.0,1.0,98.0,0.0,1.0,3.0,1.0,6.0,32.0,5.0,1.0,79.0,86.0,1.0,3.0,5.0,16.0,59.0,2.0,1.0,4.0,9.0,2.0,2.0,80.0,1.0,0.0,1.0,54.0,54.0,5.0,1.0,65.0,7.0,1.0,3.0,54.0,1.0,1.0,0.0,11.0,48.0,0.0,51.0,33.0,29.0,9.0,25.0,11.0,2.0,1.0,19.0,40.0,83.0,1.0,3.0,1.0,4.0,1.0,21.0,39.0,68.0,39.0,14.0,100.0,37.0,34.0,6.0,61.0,4.0,2.0,11.0,0.0,3.0,75.0,3.0,0.0,9.0,1.0,0.0,66.0,0.0,2.0,97.0,1.0,1.0,7.0,15.0,34.0,14.0,51.0,1.0,2.0,76.0,10.0,19.0,0.0,36.0
2024-05-14,72213,63.0,3.0,3.0,4.0,38.0,False,50.0,2.0,0.0,2.0,0.0,7.0,13.0,2.0,2.0,16.0,6.0,0.0,5.0,2.0,0.0,2.0,33.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,71.0,85.0,1.0,8.0,1.0,32.0,57.0,27.0,18.0,7.0,1.0,7.0,4.0,23.0,22.0,62.0,3.0,4.0,38.0,0.0,5.0,0.0,18.0,35.0,54.0,87.0,20.0,31.0,2.0,21.0,39.0,1.0,19.0,0.0,8.0,0.0,5.0,2.0,1.0,41.0,3.0,1.0,1.0,13.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,74.0,0.0,12.0,7.0,1.0,5.0,7.0,85.0,58.0,26.0,46.0,2.0,22.0,8.0,73.0,15.0,24.0,6.0,8.0,36.0,9.0,6.0,2.0,52.0,25.0,2.0,0.0,13.0,11.0,88.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,4.0,3.0,7.0,25.0,75.0,1.0,98.0,0.0,1.0,3.0,1.0,6.0,32.0,5.0,1.0,79.0,86.0,1.0,3.0,5.0,16.0,59.0,2.0,1.0,4.0,9.0,2.0,2.0,80.0,1.0,0.0,1.0,54.0,54.0,5.0,1.0,65.0,7.0,1.0,3.0,54.0,1.0,1.0,0.0,11.0,48.0,0.0,51.0,33.0,29.0,9.0,25.0,11.0,2.0,1.0,19.0,40.0,83.0,1.0,3.0,1.0,4.0,1.0,21.0,39.0,68.0,39.0,14.0,100.0,37.0,34.0,6.0,61.0,4.0,2.0,11.0,0.0,3.0,75.0,3.0,0.0,9.0,1.0,0.0,66.0,0.0,2.0,97.0,1.0,1.0,7.0,15.0,34.0,14.0,51.0,1.0,2.0,76.0,10.0,19.0,0.0,36.0
2024-05-13,71819,63.0,3.0,3.0,4.0,38.0,False,50.0,2.0,0.0,2.0,0.0,7.0,13.0,2.0,2.0,16.0,6.0,0.0,5.0,2.0,0.0,2.0,33.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,71.0,85.0,1.0,8.0,1.0,32.0,57.0,27.0,18.0,7.0,1.0,7.0,4.0,23.0,22.0,62.0,3.0,4.0,38.0,0.0,5.0,0.0,18.0,35.0,54.0,87.0,20.0,31.0,2.0,21.0,39.0,1.0,19.0,0.0,8.0,0.0,5.0,2.0,1.0,41.0,3.0,1.0,1.0,13.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,74.0,0.0,12.0,7.0,1.0,5.0,7.0,85.0,58.0,26.0,46.0,2.0,22.0,8.0,73.0,15.0,24.0,6.0,8.0,36.0,9.0,6.0,2.0,52.0,25.0,2.0,0.0,13.0,11.0,88.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,4.0,3.0,7.0,25.0,75.0,1.0,98.0,0.0,1.0,3.0,1.0,6.0,32.0,5.0,1.0,79.0,86.0,1.0,3.0,5.0,16.0,59.0,2.0,1.0,4.0,9.0,2.0,2.0,80.0,1.0,0.0,1.0,54.0,54.0,5.0,1.0,65.0,7.0,1.0,3.0,54.0,1.0,1.0,0.0,11.0,48.0,0.0,51.0,33.0,29.0,9.0,25.0,11.0,2.0,1.0,19.0,40.0,83.0,1.0,3.0,1.0,4.0,1.0,21.0,39.0,68.0,39.0,14.0,100.0,37.0,34.0,6.0,61.0,4.0,2.0,11.0,0.0,3.0,75.0,3.0,0.0,9.0,1.0,0.0,66.0,0.0,2.0,97.0,1.0,1.0,7.0,15.0,34.0,14.0,51.0,1.0,2.0,76.0,10.0,19.0,0.0,36.0
2024-05-10,72595,63.0,3.0,3.0,4.0,38.0,False,50.0,2.0,0.0,2.0,0.0,7.0,13.0,2.0,2.0,16.0,6.0,0.0,5.0,2.0,0.0,2.0,33.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,71.0,85.0,1.0,8.0,1.0,32.0,57.0,27.0,18.0,7.0,1.0,7.0,4.0,23.0,22.0,62.0,3.0,4.0,38.0,0.0,5.0,0.0,18.0,35.0,54.0,87.0,20.0,31.0,2.0,21.0,39.0,1.0,19.0,0.0,8.0,0.0,5.0,2.0,1.0,41.0,3.0,1.0,1.0,13.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,74.0,0.0,12.0,7.0,1.0,5.0,7.0,85.0,58.0,26.0,46.0,2.0,22.0,8.0,73.0,15.0,24.0,6.0,8.0,36.0,9.0,6.0,2.0,52.0,25.0,2.0,0.0,13.0,11.0,88.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,4.0,3.0,7.0,25.0,75.0,1.0,98.0,0.0,1.0,3.0,1.0,6.0,32.0,5.0,1.0,79.0,86.0,1.0,3.0,5.0,16.0,59.0,2.0,1.0,4.0,9.0,2.0,2.0,80.0,1.0,0.0,1.0,54.0,54.0,5.0,1.0,65.0,7.0,1.0,3.0,54.0,1.0,1.0,0.0,11.0,48.0,0.0,51.0,33.0,29.0,9.0,25.0,11.0,2.0,1.0,19.0,40.0,83.0,1.0,3.0,1.0,4.0,1.0,21.0,39.0,68.0,39.0,14.0,100.0,37.0,34.0,6.0,61.0,4.0,2.0,11.0,0.0,3.0,75.0,3.0,0.0,9.0,1.0,0.0,66.0,0.0,2.0,97.0,1.0,1.0,7.0,15.0,34.0,14.0,51.0,1.0,2.0,76.0,10.0,19.0,0.0,36.0
2024-05-09,71586,63.0,3.0,3.0,4.0,38.0,False,50.0,2.0,0.0,2.0,0.0,7.0,13.0,2.0,2.0,16.0,6.0,0.0,5.0,2.0,0.0,2.0,33.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,71.0,85.0,1.0,8.0,1.0,32.0,57.0,27.0,18.0,7.0,1.0,7.0,4.0,23.0,22.0,62.0,3.0,4.0,38.0,0.0,5.0,0.0,18.0,35.0,54.0,87.0,20.0,31.0,2.0,21.0,39.0,1.0,19.0,0.0,8.0,0.0,5.0,2.0,1.0,41.0,3.0,1.0,1.0,13.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,74.0,0.0,12.0,7.0,1.0,5.0,7.0,85.0,58.0,26.0,46.0,2.0,22.0,8.0,73.0,15.0,24.0,6.0,8.0,36.0,9.0,6.0,2.0,52.0,25.0,2.0,0.0,13.0,11.0,88.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,4.0,3.0,7.0,25.0,75.0,1.0,98.0,0.0,1.0,3.0,1.0,6.0,32.0,5.0,1.0,79.0,86.0,1.0,3.0,5.0,16.0,59.0,2.0,1.0,4.0,9.0,2.0,2.0,80.0,1.0,0.0,1.0,54.0,54.0,5.0,1.0,65.0,7.0,1.0,3.0,54.0,1.0,1.0,0.0,11.0,48.0,0.0,51.0,33.0,29.0,9.0,25.0,11.0,2.0,1.0,19.0,40.0,83.0,1.0,3.0,1.0,4.0,1.0,21.0,39.0,68.0,39.0,14.0,100.0,37.0,34.0,6.0,61.0,4.0,2.0,11.0,0.0,3.0,75.0,3.0,0.0,9.0,1.0,0.0,66.0,0.0,2.0,97.0,1.0,1.0,7.0,15.0,34.0,14.0,51.0,1.0,2.0,76.0,10.0,19.0,0.0,36.0
2024-05-08,71129,63.0,3.0,3.0,4.0,38.0,False,50.0,2.0,0.0,2.0,0.0,7.0,13.0,2.0,2.0,16.0,6.0,0.0,5.0,2.0,0.0,2.0,33.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,71.0,85.0,1.0,8.0,1.0,32.0,57.0,27.0,18.0,7.0,1.0,7.0,4.0,23.0,22.0,62.0,3.0,4.0,38.0,0.0,5.0,0.0,18.0,35.0,54.0,87.0,20.0,31.0,2.0,21.0,39.0,1.0,19.0,0.0,8.0,0.0,5.0,2.0,1.0,41.0,3.0,1.0,1.0,13.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,74.0,0.0,12.0,7.0,1.0,5.0,7.0,85.0,58.0,26.0,46.0,2.0,22.0,8.0,73.0,15.0,24.0,6.0,8.0,36.0,9.0,6.0,2.0,52.0,25.0,2.0,0.0,13.0,11.0,88.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,4.0,3.0,7.0,25.0,75.0,1.0,98.0,0.0,1.0,3.0,1.0,6.0,32.0,5.0,1.0,79.0,86.0,1.0,3.0,5.0,16.0,59.0,2.0,1.0,4.0,9.0,2.0,2.0,80.0,1.0,0.0,1.0,54.0,54.0,5.0,1.0,65.0,7.0,1.0,3.0,54.0,1.0,1.0,0.0,11.0,48.0,0.0,51.0,33.0,29.0,9.0,25.0,11.0,2.0,1.0,19.0,40.0,83.0,1.0,3.0,1.0,4.0,1.0,21.0,39.0,68.0,39.0,14.0,100.0,37.0,34.0,6.0,61.0,4.0,2.0,11.0,0.0,3.0,75.0,3.0,0.0,9.0,1.0,0.0,66.0,0.0,2.0,97.0,1.0,1.0,7.0,15.0,34.0,14.0,51.0,1.0,2.0,76.0,10.0,19.0,0.0,36.0
2024-05-07,71136,63.0,3.0,3.0,4.0,38.0,False,50.0,2.0,0.0,2.0,0.0,7.0,13.0,2.0,2.0,16.0,6.0,0.0,5.0,2.0,0.0,2.0,33.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,71.0,85.0,1.0,8.0,1.0,32.0,57.0,27.0,18.0,7.0,1.0,7.0,4.0,23.0,22.0,62.0,3.0,4.0,38.0,0.0,5.0,0.0,18.0,35.0,54.0,87.0,20.0,31.0,2.0,21.0,39.0,1.0,19.0,0.0,8.0,0.0,5.0,2.0,1.0,41.0,3.0,1.0,1.0,13.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,74.0,0.0,12.0,7.0,1.0,5.0,7.0,85.0,58.0,26.0,46.0,2.0,22.0,8.0,73.0,15.0,24.0,6.0,8.0,36.0,9.0,6.0,2.0,52.0,25.0,2.0,0.0,13.0,11.0,88.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,4.0,3.0,7.0,25.0,75.0,1.0,98.0,0.0,1.0,3.0,1.0,6.0,32.0,5.0,1.0,79.0,86.0,1.0,3.0,5.0,16.0,59.0,2.0,1.0,4.0,9.0,2.0,2.0,80.0,1.0,0.0,1.0,54.0,54.0,5.0,1.0,65.0,7.0,1.0,3.0,54.0,1.0,1.0,0.0,11.0,48.0,0.0,51.0,33.0,29.0,9.0,25.0,11.0,2.0,1.0,19.0,40.0,83.0,1.0,3.0,1.0,4.0,1.0,21.0,39.0,68.0,39.0,14.0,100.0,37.0,34.0,6.0,61.0,4.0,2.0,11.0,0.0,3.0,75.0,3.0,0.0,9.0,1.0,0.0,66.0,0.0,2.0,97.0,1.0,1.0,7.0,15.0,34.0,14.0,51.0,1.0,2.0,76.0,10.0,19.0,0.0,36.0
2024-05-06,71321,63.0,3.0,3.0,4.0,38.0,False,50.0,2.0,0.0,2.0,0.0,7.0,13.0,2.0,2.0,16.0,6.0,0.0,5.0,2.0,0.0,2.0,33.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,71.0,85.0,1.0,8.0,1.0,32.0,57.0,27.0,18.0,7.0,1.0,7.0,4.0,23.0,22.0,62.0,3.0,4.0,38.0,0.0,5.0,0.0,18.0,35.0,54.0,87.0,20.0,31.0,2.0,21.0,39.0,1.0,19.0,0.0,8.0,0.0,5.0,2.0,1.0,41.0,3.0,1.0,1.0,13.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,74.0,0.0,12.0,7.0,1.0,5.0,7.0,85.0,58.0,26.0,46.0,2.0,22.0,8.0,73.0,15.0,24.0,6.0,8.0,36.0,9.0,6.0,2.0,52.0,25.0,2.0,0.0,13.0,11.0,88.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,4.0,3.0,7.0,25.0,75.0,1.0,98.0,0.0,1.0,3.0,1.0,6.0,32.0,5.0,1.0,79.0,86.0,1.0,3.0,5.0,16.0,59.0,2.0,1.0,4.0,9.0,2.0,2.0,80.0,1.0,0.0,1.0,54.0,54.0,5.0,1.0,65.0,7.0,1.0,3.0,54.0,1.0,1.0,0.0,11.0,48.0,0.0,51.0,33.0,29.0,9.0,25.0,11.0,2.0,1.0,19.0,40.0,83.0,1.0,3.0,1.0,4.0,1.0,21.0,39.0,68.0,39.0,14.0,100.0,37.0,34.0,6.0,61.0,4.0,2.0,11.0,0.0,3.0,75.0,3.0,0.0,9.0,1.0,0.0,66.0,0.0,2.0,97.0,1.0,1.0,7.0,15.0,34.0,14.0,51.0,1.0,2.0,76.0,10.0,19.0,0.0,36.0
2024-05-03,70998,63.0,3.0,3.0,4.0,38.0,False,50.0,2.0,0.0,2.0,0.0,7.0,13.0,2.0,2.0,16.0,6.0,0.0,5.0,2.0,0.0,2.0,33.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,71.0,85.0,1.0,8.0,1.0,32.0,57.0,27.0,18.0,7.0,1.0,7.0,4.0,23.0,22.0,62.0,3.0,4.0,38.0,0.0,5.0,0.0,18.0,35.0,54.0,87.0,20.0,31.0,2.0,21.0,39.0,1.0,19.0,0.0,8.0,0.0,5.0,2.0,1.0,41.0,3.0,1.0,1.0,13.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,74.0,0.0,12.0,7.0,1.0,5.0,7.0,85.0,58.0,26.0,46.0,2.0,22.0,8.0,73.0,15.0,24.0,6.0,8.0,36.0,9.0,6.0,2.0,52.0,25.0,2.0,0.0,13.0,11.0,88.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,4.0,3.0,7.0,25.0,75.0,1.0,98.0,0.0,1.0,3.0,1.0,6.0,32.0,5.0,1.0,79.0,86.0,1.0,3.0,5.0,16.0,59.0,2.0,1.0,4.0,9.0,2.0,2.0,80.0,1.0,0.0,1.0,54.0,54.0,5.0,1.0,65.0,7.0,1.0,3.0,54.0,1.0,1.0,0.0,11.0,48.0,0.0,51.0,33.0,29.0,9.0,25.0,11.0,2.0,1.0,19.0,40.0,83.0,1.0,3.0,1.0,4.0,1.0,21.0,39.0,68.0,39.0,14.0,100.0,37.0,34.0,6.0,61.0,4.0,2.0,11.0,0.0,3.0,75.0,3.0,0.0,9.0,1.0,0.0,66.0,0.0,2.0,97.0,1.0,1.0,7.0,15.0,34.0,14.0,51.0,1.0,2.0,76.0,10.0,19.0,0.0,36.0
2024-05-02,71119,63.0,3.0,3.0,4.0,38.0,False,50.0,2.0,0.0,2.0,0.0,7.0,13.0,2.0,2.0,16.0,6.0,0.0,5.0,2.0,0.0,2.0,33.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,71.0,85.0,1.0,8.0,1.0,32.0,57.0,27.0,18.0,7.0,1.0,7.0,4.0,23.0,22.0,62.0,3.0,4.0,38.0,0.0,5.0,0.0,18.0,35.0,54.0,87.0,20.0,31.0,2.0,21.0,39.0,1.0,19.0,0.0,8.0,0.0,5.0,2.0,1.0,41.0,3.0,1.0,1.0,13.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,74.0,0.0,12.0,7.0,1.0,5.0,7.0,85.0,58.0,26.0,46.0,2.0,22.0,8.0,73.0,15.0,24.0,6.0,8.0,36.0,9.0,6.0,2.0,52.0,25.0,2.0,0.0,13.0,11.0,88.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,4.0,3.0,7.0,25.0,75.0,1.0,98.0,0.0,1.0,3.0,1.0,6.0,32.0,5.0,1.0,79.0,86.0,1.0,3.0,5.0,16.0,59.0,2.0,1.0,4.0,9.0,2.0,2.0,80.0,1.0,0.0,1.0,54.0,54.0,5.0,1.0,65.0,7.0,1.0,3.0,54.0,1.0,1.0,0.0,11.0,48.0,0.0,51.0,33.0,29.0,9.0,25.0,11.0,2.0,1.0,19.0,40.0,83.0,1.0,3.0,1.0,4.0,1.0,21.0,39.0,68.0,39.0,14.0,100.0,37.0,34.0,6.0,61.0,4.0,2.0,11.0,0.0,3.0,75.0,3.0,0.0,9.0,1.0,0.0,66.0,0.0,2.0,97.0,1.0,1.0,7.0,15.0,34.0,14.0,51.0,1.0,2.0,76.0,10.0,19.0,0.0,36.0
2024-05-01,71274,59.0,3.0,4.0,5.0,5.0,False,13.0,1.0,0.0,1.0,0.0,12.0,13.0,3.0,2.0,19.0,5.0,0.0,5.0,2.0,1.0,2.0,33.0,7.0,1.0,0.0,1.0,0.0,5.0,1.0,66.0,79.0,1.0,9.0,1.0,34.0,74.0,43.0,19.0,9.0,3.0,7.0,6.0,24.0,19.0,66.0,3.0,4.0,36.0,0.0,5.0,0.0,19.0,35.0,52.0,83.0,27.0,36.0,2.0,49.0,64.0,2.0,44.0,0.0,10.0,0.0,5.0,2.0,2.0,37.0,3.0,1.0,1.0,13.0,1.0,16.0,1.0,0.0,0.0,0.0,3.0,70.0,0.0,8.0,8.0,0.0,5.0,7.0,92.0,55.0,32.0,57.0,3.0,22.0,19.0,79.0,24.0,33.0,9.0,13.0,34.0,13.0,5.0,2.0,79.0,32.0,2.0,0.0,17.0,9.0,85.0,0.0,0.0,1.0,4.0,6.0,1.0,0.0,6.0,8.0,5.0,3.0,10.0,25.0,87.0,1.0,88.0,0.0,1.0,2.0,1.0,7.0,35.0,6.0,1.0,90.0,92.0,1.0,5.0,12.0,29.0,61.0,3.0,1.0,5.0,12.0,2.0,3.0,79.0,2.0,1.0,1.0,57.0,51.0,1.0,1.0,85.0,7.0,1.0,6.0,69.0,1.0,2.0,0.0,16.0,76.0,0.0,57.0,39.0,36.0,12.0,36.0,20.0,2.0,2.0,17.0,47.0,91.0,1.0,4.0,2.0,4.0,2.0,22.0,46.0,69.0,38.0,13.0,67.0,42.0,38.0,8.0,69.0,4.0,2.0,12.0,0.0,3.0,75.0,3.0,0.0,11.0,1.0,0.0,81.0,0.0,3.0,88.0,2.0,2.0,8.0,18.0,54.0,17.0,55.0,2.0,2.0,81.0,11.0,20.0,0.0,68.0
